id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SS05B92CCC4	CCR3_CCL28	simple:P51677	simple:Q9NRJ3	CCR3	CCL28	True	True	False	guidetopharmacology.org	False	7.83015	1.28948	3.25363	2.37215	10.79578	5.7116	8.35257	1.8119	3.77605	2.89457	11.3182	6.23401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.73763	2.19696	4.16111	3.27963	11.70326	6.61908
CPI-SS064C772FE	CCR10_CCL28	simple:P46092	simple:Q9NRJ3	CCR10	CCL28	True	True	False	guidetopharmacology.org	False	9.61353	3.07286	5.03701	4.15553	12.57916	7.49498	12.42898	5.88831	7.85247	6.97099	15.39461	10.31043	8.77069	2.23002	4.19418	3.31269	11.73632	6.65214	8.3234	1.78273	3.74689	2.86541	11.28903	6.20485	0.0	0.0	0.0	0.0	0.0	0.0	9.01875	2.47808	4.44224	3.56076	11.98438	6.9002
CPI-SS0B2979A10	CCR10_CCL27	simple:P46092	simple:Q9Y4X3	CCR10	CCL27	True	True	False	curated	False	2.15598	0.0	0.0	2.30685	0.0	2.13474	4.97144	0.0	0.0	5.1223	0.0	4.95019	1.31315	0.0	0.0	1.46401	0.0	1.2919	0.86586	0.0	0.0	1.01672	0.0	0.84461	0.0	0.0	0.0	0.0	0.0	0.0	1.56121	0.0	0.0	1.71208	0.0	1.53996
CPI-SS092C1B321	CCR2_CCL26	simple:P41597	simple:Q9Y258	CCR2	CCL26	True	True	False	curated	False	4.30452	9.37745	0.0	0.0	0.0	4.19547	0.0	0.0	0.0	0.0	0.0	0.0	0.41173	5.48467	0.0	0.0	0.0	0.30268	50.43782	55.51076	0.0	0.0	0.0	50.32878	0.0	0.0	0.0	0.0	0.0	0.0	16.37655	21.44949	0.0	0.0	0.0	16.26751
CPI-SS04EE957D8	CCR1_CCL26	simple:P32246	simple:Q9Y258	CCR1	CCL26	True	True	False	curated	False	1.5617	6.63464	0.0	0.0	0.0	1.45265	0.31675	5.38969	0.0	0.0	0.0	0.2077	0.0	0.0	0.0	0.0	0.0	0.0	118.87369	123.94663	0.0	0.0	0.0	118.76465	24.24492	29.31786	0.0	0.0	0.0	24.13587	10.03393	15.10687	0.0	0.0	0.0	9.92489
CPI-SS0815A0EE0	CCR3_CCL26	simple:P51677	simple:Q9Y258	CCR3	CCL26	True	True	False	curated	False	0.41802	5.49096	0.0	0.0	0.0	0.30897	0.94044	6.01337	0.0	0.0	0.0	0.83139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3255	6.39843	0.0	0.0	0.0	1.21645
CPI-SS09199F78C	CCR1_CCL23	simple:P32246	simple:P55773	CCR1	CCL23	True	True	False	curated	False	1.48364	0.0	28.76167	2.20665	0.0	1.57276	0.23869	0.0	27.51672	0.9617	0.0	0.32781	0.0	0.0	0.0	0.0	0.0	0.0	118.79563	0.0	146.07366	119.51864	0.0	118.88476	24.16686	0.0	51.44489	24.88987	0.0	24.25598	9.95587	0.0	37.2339	10.67888	0.0	10.045
CPI-SS0D57FCA8C	IDE_CCL23	simple:P14735	simple:P55773	IDE	CCL23	True	True	False	InnateDB-All	False	5.46936	0.0	32.74739	6.19237	0.0	5.55848	4.86859	0.0	32.14663	5.59161	0.0	4.95772	4.2664	0.0	31.54444	4.98942	0.0	4.35553	2.8776	0.0	30.15563	3.60061	0.0	2.96672	10.38187	0.0	37.6599	11.10488	0.0	10.47099	8.93017	0.0	36.2082	9.65318	0.0	9.01929
CPI-SS041751A4D	CCR1_CCL18	simple:P32246	simple:P55774	CCR1	CCL18	True	True	False	guidetopharmacology.org	False	4.81512	0.0	1.72742	31.34916	0.0	3.5022	3.57017	0.0	0.48247	30.10421	0.0	2.25725	0.0	0.0	0.0	0.0	0.0	0.0	122.12711	0.0	119.03941	148.66116	0.0	120.8142	27.49834	0.0	24.41064	54.03238	0.0	26.18542	13.28735	0.0	10.19965	39.8214	0.0	11.97443
CPI-SS03188FD02	CCR8_CCL18	simple:P51685	simple:P55774	CCR8	CCL18	True	True	False	curated	False	3.69731	0.0	0.60961	30.23135	0.0	2.38439	0.0	0.0	0.0	0.0	0.0	0.0	3.54476	0.0	0.45706	30.07881	0.0	2.23185	3.54484	0.0	0.45714	30.07888	0.0	2.23192	0.0	0.0	0.0	0.0	0.0	0.0	17.24491	0.0	14.15721	43.77895	0.0	15.93199
CPI-SS0C84DF380	CCR1_CCL15	simple:P32246	simple:Q16663	CCR1	CCL15	True	True	False	curated	False	0.0	0.0	2.52646	1.43778	0.0	1.56096	0.0	0.0	1.28151	0.19283	0.0	0.31601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.83845	118.74977	0.0	118.87296	0.0	0.0	25.20968	24.121	0.0	24.24418	0.0	0.0	10.99869	9.91001	0.0	10.0332
CPI-SS006C89002	CCR3_CCL15	simple:P51677	simple:Q16663	CCR3	CCL15	True	True	False	curated	False	0.0	0.0	1.38278	0.2941	0.0	0.41728	0.0	0.0	1.9052	0.81652	0.0	0.9397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29026	1.20158	0.0	1.32476
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	397.92966	7.14091	11.97415	99.93089	275.61819	209.75493	411.56518	20.77642	25.60966	113.56641	289.25371	223.39045	504.43061	113.64186	118.4751	206.43185	382.11915	316.25589	397.26404	6.47528	11.30853	99.26527	274.95257	209.08931	397.19392	6.40516	11.2384	99.19515	274.88245	209.01919	397.41781	6.62906	11.4623	99.41905	275.10635	209.24309
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	2029.43867	21.39883	0.87552	408.36557	1466.68579	1456.82914	2614.23806	606.19822	585.67491	993.16496	2051.48518	2041.62853	2107.19575	99.15591	78.63261	486.12265	1544.44288	1534.58623	2138.22721	130.18736	109.66406	517.1541	1575.47433	1565.61768	0.0	0.0	0.0	0.0	0.0	0.0	2029.71183	21.67199	1.14869	408.63873	1466.95896	1457.10231
CPI-SS0C916344D	AVP_OXTR	simple:P01185	simple:P30559	AVP	OXTR	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26357	25.98601	1.89076	0.06234	0.08378	0.42491
CPI-SS04B547174	OXT_OXTR	simple:P01178	simple:P30559	OXT	OXTR	True	False	True	I2D	False	0.60206	26.32451	2.22925	0.40083	0.42227	0.7634	0.79148	26.51392	2.41867	0.59025	0.61169	0.95281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36986	26.0923	1.99705	0.16863	0.19007	0.53119
CPI-SS0FCF733EA	AVP_AVPR2	simple:P01185	simple:P30518	AVP	AVPR2	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3842	0.0	14.97406	0.04143	0.0	0.25335
CPI-SS02D4E44C7	AVP_AVPR1B	simple:P01185	simple:P47901	AVP	AVPR1B	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26577	0.0	0.0	0.0	0.0	0.01515
CPI-SS074050495	GHRH_GHRHR	simple:P01286	simple:Q02643	GHRH	GHRHR	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.3762	0.0	0.46887	0.0	0.0	0.3591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08624	0.0	0.17891	0.0	0.0	0.06914
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	NPPA	NPR1	True	False	True	guidetopharmacology.org	False	1.31352	3.72186	28.0752	1.2051	1.25424	1.26609	0.6488	3.05714	27.41048	0.54038	0.58952	0.60137	0.0	0.0	0.0	0.0	0.0	0.0	1.36327	3.77162	28.12495	1.25485	1.30399	1.31584	7.69906	10.1074	34.46074	7.59063	7.63978	7.65162	0.56547	2.97381	27.32715	0.45705	0.50619	0.51804
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	curated	False	3.12441	2.17917	2.98775	2.85017	3.31863	3.14456	3.89603	2.95078	3.75936	3.62178	4.09024	3.91617	3.36286	2.41762	3.22619	3.08862	3.55707	3.38301	3.25746	2.31222	3.12079	2.98322	3.45167	3.27761	0.0	0.0	0.0	0.0	0.0	0.0	3.1451	2.19986	3.00844	2.87086	3.33932	3.16525
CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	NRG2	ERBB4	True	False	True	curated	False	0.28442	0.06287	0.09648	0.06433	0.0	0.17715	1.05603	0.83448	0.86809	0.83594	0.0	0.94877	0.52287	0.30132	0.33493	0.30278	0.0	0.4156	0.41747	0.19592	0.22952	0.19738	0.0	0.3102	0.0	0.0	0.0	0.0	0.0	0.0	0.30511	0.08356	0.11717	0.08502	0.0	0.19785
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	EREG	ERBB4	True	False	True	curated	False	1.88947	1.66792	1.70153	1.66938	0.0	1.7822	2.97274	2.75119	2.7848	2.75265	0.0	2.86547	1.50256	1.28101	1.31462	1.28247	0.0	1.39529	37.55277	37.33122	37.36483	37.33268	0.0	37.44551	1.2805	1.05895	1.09255	1.06041	0.0	1.17323	2.06061	1.83906	1.87267	1.84052	0.0	1.95335
CPI-SS0F0D7F25C	BTC_ERBB4	simple:P35070	simple:Q15303	BTC	ERBB4	True	False	True	curated	False	0.53382	0.31227	0.34588	0.31373	0.0	0.42655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28807	0.06652	0.10013	0.06798	0.0	0.1808
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	NRG3	ERBB4	True	False	True	curated	False	0.80361	0.58205	0.61566	0.58352	0.0	0.69634	0.0	0.0	0.0	0.0	0.0	0.0	0.68596	0.46441	0.49801	0.46587	0.0	0.57869	0.28414	0.06259	0.09619	0.06405	0.0	0.17687	0.0	0.0	0.0	0.0	0.0	0.0	0.33836	0.11681	0.15041	0.11827	0.0	0.23109
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	True	True	True	curated	False	0.72547	0.50392	0.53753	0.50538	0.0	0.6182	4.15746	3.93591	3.96952	3.93737	0.0	4.05019	0.0	0.0	0.0	0.0	0.0	0.0	5.44623	5.22468	5.25829	5.22614	0.0	5.33896	0.0	0.0	0.0	0.0	0.0	0.0	0.94011	0.71856	0.75217	0.72002	0.0	0.83284
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	curated	False	1.78814	20.64938	2.56352	1.61902	2.32192	1.66682	2.87142	21.73265	3.64679	2.70229	3.40519	2.75009	1.40124	20.26247	2.17661	1.23211	1.93501	1.27991	37.45145	56.31268	38.22682	37.28233	37.98522	37.33012	1.17917	20.04041	1.95454	1.01005	1.71295	1.05785	1.95929	20.82052	2.73466	1.79017	2.49306	1.83796
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	NRG1	LSR	True	True	True	InnateDB-All	False	3.20888	2.14931	9.81084	1.00939	9.52109	6.7002	6.64088	5.5813	13.24283	4.44138	12.95308	10.13219	0.0	0.0	0.0	0.0	0.0	0.0	7.92964	6.87007	14.5316	5.73015	14.24185	11.42096	0.0	0.0	0.0	0.0	0.0	0.0	3.42352	2.36395	10.02548	1.22403	9.73573	6.91484
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	True	True	True	InnateDB-All	False	1.5193	0.90481	2.45724	1.7529	0.0	0.98584	4.95129	4.3368	5.88923	5.18489	0.0	4.41783	0.0	0.0	0.0	0.0	0.0	0.0	6.24006	5.62557	7.178	6.47366	0.0	5.7066	0.0	0.0	0.0	0.0	0.0	0.0	1.73394	1.11945	2.67188	1.96754	0.0	1.20048
CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	NRG1	MS4A4A	True	True	True	IMEx,IntAct	False	0.46277	0.0	0.60106	186.38216	0.0	1.21518	3.89476	0.0	4.03305	189.81415	0.0	4.64717	0.0	0.0	0.0	0.0	0.0	0.0	5.18353	0.0	5.32182	191.10292	0.0	5.93594	0.0	0.0	0.0	0.0	0.0	0.0	0.67741	0.0	0.8157	186.59679	0.0	1.42982
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	NRG1	LGR4	True	True	True	InnateDB-All	False	0.63416	5.38469	0.0	0.45526	0.0	0.48794	4.06615	8.81668	0.0	3.88725	0.0	3.91993	0.0	0.0	0.0	0.0	0.0	0.0	5.35492	10.10545	0.0	5.17602	0.0	5.2087	0.0	0.0	0.0	0.0	0.0	0.0	0.8488	5.59933	0.0	0.6699	0.0	0.70258
CPI-SS034D3988F	RSPO4_LGR4	simple:Q2I0M5	simple:Q9BXB1	RSPO4	LGR4	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.2345	4.98503	0.0	0.05561	0.0	0.08829	0.0	0.0	0.0	0.0	0.0	0.0	0.22834	4.97887	0.0	0.04944	0.0	0.08212	0.0	0.0	0.0	0.0	0.0	0.0	0.2033	4.95383	0.0	0.0244	0.0	0.05709
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	RSPO1	LGR4	True	False	True	guidetopharmacology.org	False	0.52916	5.27969	0.0	0.35026	0.0	0.38294	1.56526	6.3158	0.0	1.38637	0.0	1.41905	0.0	0.0	0.0	0.0	0.0	0.0	0.19695	4.94748	0.0	0.01806	0.0	0.05074	0.0	0.0	0.0	0.0	0.0	0.0	0.32342	5.07395	0.0	0.14452	0.0	0.1772
CPI-SS01E3453DB	RSPO2_LGR4	simple:Q6UXX9	simple:Q9BXB1	RSPO2	LGR4	True	False	True	guidetopharmacology.org	False	0.28254	5.03308	0.0	0.10365	0.0	0.13633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81016	6.5607	0.0	1.63127	0.0	1.66395	0.0	0.0	0.0	0.0	0.0	0.0	0.47672	5.22726	0.0	0.29783	0.0	0.33051
CPI-SS0609FCF76	RSPO4_LGR6	simple:Q2I0M5	simple:Q9HBX8	RSPO4	LGR6	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.24921	0.0	0.0	0.0	7.93397	2.78568	0.0	0.0	0.0	0.0	0.0	0.0	0.24305	0.0	0.0	0.0	7.92781	2.77951	0.0	0.0	0.0	0.0	0.0	0.0	0.21801	0.0	0.0	0.0	7.90277	2.75447
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	RSPO1	LGR6	True	False	True	guidetopharmacology.org	False	0.54387	0.0	0.0	0.0	8.22863	3.08033	1.57998	0.0	0.0	0.0	9.26473	4.11644	0.0	0.0	0.0	0.0	0.0	0.0	0.21166	0.0	0.0	0.0	7.89642	2.74813	0.0	0.0	0.0	0.0	0.0	0.0	0.33813	0.0	0.0	0.0	8.02289	2.87459
CPI-SS019104E2E	RSPO2_LGR6	simple:Q6UXX9	simple:Q9HBX8	RSPO2	LGR6	True	False	True	guidetopharmacology.org	False	0.29726	0.0	0.0	0.0	7.98202	2.83372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82488	0.0	0.0	0.0	9.50963	4.36134	0.0	0.0	0.0	0.0	0.0	0.0	0.49144	0.0	0.0	0.0	8.17619	3.0279
CPI-SS0EB5364D4	RSPO3_LGR6	simple:Q9BXY4	simple:Q9HBX8	RSPO3	LGR6	True	False	True	guidetopharmacology.org	False	0.23818	0.0	0.0	0.0	7.92294	2.77464	1.72989	0.0	0.0	0.0	9.41465	4.26635	12.29112	0.0	0.0	0.0	19.97587	14.82758	1.09423	0.0	0.0	0.0	8.77899	3.63069	0.0	0.0	0.0	0.0	0.0	0.0	0.49947	0.0	0.0	0.0	8.18423	3.03593
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	0.03891	0.0	17.25866	3.05287	7.4813	0.23408	5.77639	0.0	22.99613	8.79035	13.21877	5.97156	0.0	0.0	0.0	0.0	0.0	0.0	0.02735	0.0	17.24709	3.04131	7.46973	0.22252	7.78199	0.0	25.00173	10.79595	15.22437	7.97716	0.44734	0.0	17.66708	3.4613	7.88972	0.64251
CPI-SS027AFFC0E	NCR3_BAG6	simple:O14931	simple:P46379	NCR3	BAG6	False	True	False	curated	False	46.85454	44.49384	47.23675	43.88899	40.07863	43.26149	0.0	0.0	0.0	0.0	0.0	0.0	10.39457	8.03387	10.77678	7.42902	3.61866	6.80152	0.0	0.0	0.0	0.0	0.0	0.0	107.81214	105.45145	108.19436	104.8466	101.03623	104.21909	17.23762	14.87692	17.61983	14.27207	10.46171	13.64457
CPI-SS0F94547B2	NCR3_NCR3LG1	simple:O14931	simple:Q68D85	NCR3	NCR3LG1	False	True	False	curated	False	36.95766	37.59192	36.7869	37.96732	37.5201	37.97723	0.0	0.0	0.0	0.0	0.0	0.0	0.49769	1.13195	0.32692	1.50735	1.06013	1.51726	0.0	0.0	0.0	0.0	0.0	0.0	97.91526	98.54952	97.7445	98.92492	98.4777	98.93483	7.34074	7.975	7.16998	8.3504	7.90318	8.36031
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	172.30939	301.56482	337.64816	240.14115	391.36054	227.8537	178.15796	307.41339	343.49674	245.98972	397.20912	233.70227	187.01545	316.27087	352.35422	254.84721	406.0666	242.55976	177.88237	307.1378	343.22114	245.71413	396.93352	233.42668	167.2325	296.48793	332.57127	235.06426	386.28365	222.77681	170.5243	299.77973	335.86307	238.35606	389.57545	226.06861
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	1.26901	8.37236	52.2906	17.53669	8.9665	1.99039	0.86272	7.96606	51.88431	17.13039	8.5602	1.5841	0.80853	7.91188	51.83012	17.0762	8.50602	1.52991	0.75615	7.85949	51.77773	17.02382	8.45363	1.47753	1.08634	8.18969	52.10793	17.35402	8.78383	1.80773	1.61442	8.71776	52.636	17.88209	9.3119	2.3358
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	10.60301	17.70636	61.6246	26.87069	18.3005	11.3244	5.57233	12.67568	56.59392	21.84	13.26982	6.29371	7.95945	15.06279	58.98104	24.22712	15.65694	8.68083	41.26627	48.36962	92.28786	57.53394	48.96376	41.98765	3.49569	10.59903	54.51728	19.76336	11.19317	4.21707	24.54304	31.64638	75.56463	40.81071	32.24053	25.26442
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	4.60728	5.48479	61.86645	4.53587	7.1458	4.61321	9.85274	10.73025	67.11191	9.78133	12.39127	9.85868	82.65678	83.53429	139.91594	82.58536	85.1953	82.66271	2.08047	2.95798	59.33964	2.00906	4.61899	2.08641	5.4758	6.35331	62.73497	5.40439	8.01432	5.48173	3.97281	4.85032	61.23198	3.9014	6.51134	3.97875
CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	EPHB6	EFNB2	True	True	True	curated	False	3.50101	3.83666	24.55014	3.43606	0.0	3.83326	7.965	8.30065	29.01413	7.90004	0.0	8.29725	0.0	0.0	0.0	0.0	0.0	0.0	1.60882	1.94447	22.65795	1.54386	0.0	1.94107	0.65997	0.99562	21.7091	0.59501	0.0	0.99222	5.39158	5.72723	26.44071	5.32662	0.0	5.72383
CPI-SS04124F4E1	EPO_EFNB2	simple:P01588	simple:P52799	EPO	EFNB2	True	False	True	IMEx,IntAct	False	0.34294	0.67859	21.39207	0.27798	0.0	0.67519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11173	0.44738	21.16085	0.04677	0.0	0.44397
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.19971	0.53536	21.24884	0.13475	0.0	0.53196	2.92641	3.26206	23.97554	2.86146	0.0	3.25866	2.16121	2.49686	23.21034	2.09625	0.0	2.49346	3.66059	3.99624	24.70971	3.59563	0.0	3.99283	0.0	0.0	0.0	0.0	0.0	0.0	0.2209	0.55655	21.27003	0.15594	0.0	0.55314
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	EPHB6	EFNB1	True	True	False	curated	False	3.65264	5.15878	11.82287	3.92816	5.2189	3.92791	8.11663	9.62276	16.28685	8.39215	9.68289	8.39189	0.0	0.0	0.0	0.0	0.0	0.0	1.76045	3.26659	9.93067	2.03597	3.32671	2.03572	0.8116	2.31774	8.98182	1.08712	2.37786	1.08687	5.54321	7.04935	13.71344	5.81873	7.10947	5.81848
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.35134	1.85748	8.52156	0.62686	1.9176	0.6266	3.07804	4.58418	11.24827	3.35356	4.6443	3.35331	2.31284	3.81898	10.48307	2.58836	3.8791	2.58811	3.81222	5.31835	11.98244	4.08773	5.37847	4.08748	0.0	0.0	0.0	0.0	0.0	0.0	0.37253	1.87866	8.54275	0.64805	1.93879	0.64779
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.44803	1.95416	8.61825	0.72354	2.01428	0.72329	4.81097	6.31711	12.98119	5.08649	6.37723	5.08624	0.7467	2.25283	8.91692	1.02221	2.31295	1.02196	1.16084	2.66698	9.33106	1.43636	2.7271	1.43611	0.0	0.0	0.0	0.0	0.0	0.0	0.29922	1.80536	8.46945	0.57474	1.86548	0.57449
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.63067	2.13681	8.8009	0.90619	2.19693	0.90594	2.81959	4.32572	10.98981	3.09511	4.38585	3.09485	25.01594	26.52207	33.18616	25.29146	26.5822	25.2912	1.00598	2.51212	9.17621	1.2815	2.57224	1.28125	0.0	0.0	0.0	0.0	0.0	0.0	0.45419	1.96033	8.62442	0.72971	2.02045	0.72946
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	EPHB1	EFNB1	False	True	False	curated	False	0.31843	1.82457	8.48865	0.59395	1.88469	0.5937	2.4566	3.96274	10.62683	2.73212	4.02286	2.73187	3.83824	5.34438	12.00847	4.11376	5.4045	4.11351	0.0	0.0	0.0	0.0	0.0	0.0	0.56449	2.07062	8.73471	0.84	2.13074	0.83975	0.36935	1.87548	8.53957	0.64486	1.9356	0.64461
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	2.25191	3.75804	10.42213	2.52743	3.81817	2.52717	5.19241	6.69855	13.36264	5.46793	6.75867	5.46768	10.50066	12.00679	18.67088	10.77617	12.06691	10.77592	0.54484	2.05098	8.71506	0.82036	2.1111	0.82011	4.90916	6.4153	13.07939	5.18468	6.47542	5.18443	3.70405	5.21018	11.87427	3.97956	5.2703	3.97931
CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	EPHB6	EFNB3	True	True	True	curated	False	3.50416	4.75932	0.0	3.42506	0.0	3.53652	7.96814	9.2233	0.0	7.88905	0.0	8.00051	0.0	0.0	0.0	0.0	0.0	0.0	1.61196	2.86712	0.0	1.53287	0.0	1.64433	0.66311	1.91827	0.0	0.58402	0.0	0.69548	5.39473	6.64989	0.0	5.31563	0.0	5.42709
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	EPHB2	EFNB3	False	True	True	curated	False	0.20285	1.45801	0.0	0.12376	0.0	0.23522	2.92956	4.18472	0.0	2.85046	0.0	2.96192	2.16436	3.41952	0.0	2.08526	0.0	2.19672	3.66373	4.91889	0.0	3.58464	0.0	3.69609	0.0	0.0	0.0	0.0	0.0	0.0	0.22404	1.4792	0.0	0.14495	0.0	0.25641
CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	EPHB3	EFNB3	False	True	True	curated	False	0.29954	1.5547	0.0	0.22045	0.0	0.33191	4.66248	5.91764	0.0	4.58339	0.0	4.69485	0.59821	1.85337	0.0	0.51912	0.0	0.63057	1.01235	2.26751	0.0	0.93326	0.0	1.04472	0.0	0.0	0.0	0.0	0.0	0.0	0.15074	1.4059	0.0	0.07164	0.0	0.1831
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	EPHB4	EFNB3	False	True	True	curated	False	0.48219	1.73735	0.0	0.40309	0.0	0.51455	2.6711	3.92626	0.0	2.59201	0.0	2.70347	24.86745	26.12261	0.0	24.78836	0.0	24.89982	0.85749	2.11265	0.0	0.7784	0.0	0.88986	0.0	0.0	0.0	0.0	0.0	0.0	0.30571	1.56087	0.0	0.22661	0.0	0.33807
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	EPHB1	EFNB3	False	True	True	curated	False	0.16994	1.4251	0.0	0.09085	0.0	0.20231	2.30812	3.56328	0.0	2.22902	0.0	2.34048	3.68976	4.94492	0.0	3.61066	0.0	3.72212	0.0	0.0	0.0	0.0	0.0	0.0	0.416	1.67116	0.0	0.33691	0.0	0.44836	0.22086	1.47602	0.0	0.14177	0.0	0.25323
